NDB_No,DataSrc ID,Food No,FoodIndiv_Desc,Method,Cmpd_Name,Rptd CmpdVal,Rptd_Std Dev,Num_Data_Pts,LT,Rptd_Units,Fresh Dry_Wt,Quant_Std,Conv_Factor_G,Conv_Factor_M,Conv_Factor_SpGr,Cmpd_Val,Cmpt_StdDev
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Delphinidin,0,,1,,mg/100g,FW,Delphinidin,1,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Hesperidin,0,,1,,mg/100g,FW,Hesperidin,0.49,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Luteolin,0,,1,,mg/100g,FW,Luteolin,1,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Malvidin,0,,1,,mg/100g,FW,Malvidin,1,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Myricetin,0,,1,,mg/100g,FW,Myricetin,1,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Naringin,0,,1,,mg/100g,FW,Naringin,0.47,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Narirutin,0,,1,,mg/100g,FW,Narirutin,0.47,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Pelargonidin,0,,1,,mg/100g,FW,Pelargonidin,1,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Peonidin,0,,1,,mg/100g,FW,Peonidin,1,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Petunidin,0,,1,,mg/100g,FW,Petunidin,1,,,0,
9445,R110,161,"Kiwi, Gold",HPLC-DAD,Quercetin,0,,1,,mg/100g,FW,Quercetin,1,,,0,
11001,R239,7,"Alfafa sprouts, purchased at local Boston area supermarket",HPLC,Quercetin,17,,1,,mg/kg,FW,Quercetin,1,,,1.7,
11001,R239,7,"Alfafa sprouts, purchased at local Boston area supermarket",HPLC,Myricetin,0,,1,,mg/kg,FW,Myricetin,1,,,0,
11001,R239,7,"Alfafa sprouts, purchased at local Boston area supermarket",HPLC,Kaempferol,0,,1,,mg/kg,FW,Kaempferol,1,,,0,
11001,R239,7,"Alfafa sprouts, purchased at local Boston area supermarket",HPLC,Apigenin,0,,1,,mg/kg,FW,Apigenin,1,,,0,
11001,R239,7,"Alfafa sprouts, purchased at local Boston area supermarket",HPLC,Luteolin,0,,1,,mg/kg,FW,Luteolin,1,,,0,
11004,R152,9,"Green Amaranth leaves (Amaranthus virdis), steamed, purchased from three different sites and composited, Fiji",HPLC-DAD,Quercetin,8,,1,,mg/100g,DW,Quercetin,1,0.11,,0.88,
11004,R152,9,"Green Amaranth leaves (Amaranthus virdis), steamed, purchased from three different sites and composited, Fiji",HPLC-DAD,Myricetin,5,,1,,mg/100g,DW,Myricetin,1,0.11,,0.55,
11004,R152,9,"Green Amaranth leaves (Amaranthus virdis), steamed, purchased from three different sites and composited, Fiji",HPLC-DAD,Kaempferol,0,,1,,mg/100g,DW,Kaempferol,1,0.11,,0,
11004,R152,9,"Green Amaranth leaves (Amaranthus virdis), steamed, purchased from three different sites and composited, Fiji",HPLC-DAD,Isorhamnetin,0,,1,,mg/100g,DW,Isorhamnetin,1,0.11,,0,
11006,R152,51,"Arrowhead (Xanthosma sagittifolium), red, boiled,  purchased from three different sites and composited, Fiji",HPLC-DAD,Myricetin,0,,1,,mg/100g,DW,Myricetin,1,0.36,,0,
11006,R152,51,"Arrowhead (Xanthosma sagittifolium), red, boiled,  purchased from three different sites and composited, Fiji",HPLC-DAD,Quercetin,0,,1,,mg/100g,DW,Quercetin,1,0.36,,0,
11006,R152,51,"Arrowhead (Xanthosma sagittifolium), red, boiled,  purchased from three different sites and composited, Fiji",HPLC-DAD,Kaempferol,0,,1,,mg/100g,DW,Kaempferol,1,0.36,,0,
11006,R152,51,"Arrowhead (Xanthosma sagittifolium), red, boiled,  purchased from three different sites and composited, Fiji",HPLC-DAD,Isorhamnetin,0,,1,,mg/100g,DW,Isorhamnetin,1,0.36,,0,
11007,R154,1,"Artichoke heads (cv. Catanese, harvested at marketable quality (133g)  in Italy. Moisture content 89.07%",HPLC-UV,Luteolin,14.2,,1,,mg/100g,DW,Luteolin,1,0.1093,,1.55,
11007,R154,1,"Artichoke heads (cv. Catanese, harvested at marketable quality (133g)  in Italy. Moisture content 89.07%",HPLC-UV,Apigenin,9,,1,,mg/100g,DW,Apigenin,1,0.1093,,0.98,
11007,R154,2,"Artichoke heads (cv. Catanese, harvested at marketable quality (156g)  in Italy. Moisture content 82.51%",HPLC-UV,Apigenin,35.6,,1,,mg/100g,DW,Apigenin,1,0.1749,,6.23,
11007,R154,2,"Artichoke heads (cv. Catanese, harvested at marketable quality (156g)  in Italy. Moisture content 82.51%",HPLC-UV,Luteolin,18.8,,1,,mg/100g,DW,Luteolin,1,0.1749,,3.29,
11007,R154,3,"Artichoke heads (cv. Catanese, harvested at marketable quality, in Italy. Moisture assumed 89.07%.",HPLC-UV,Luteolin,36.2,,1,,mg/100g,DW,Luteolin,1,0.1093,,3.96,
11007,R154,3,"Artichoke heads (cv. Catanese, harvested at marketable quality, in Italy. Moisture assumed 89.07%.",HPLC-UV,Apigenin,31,,1,,mg/100g,DW,Apigenin,1,0.1093,,3.39,
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Apigenin 7-O-glucuronide,1002.8,7.6,1,,mg/kg,DW,Apigenin 7-O-glucoside,0.63,0.1506,,9.44,0.07
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Apigenin 7-O-rutinoside,476.4,26.1,1,,mg/kg,DW,Apigenin 7-O-glucoside,0.63,0.1506,,4.48,0.25
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Apigenin 7-O-glucoside,399.7,24.7,1,,mg/kg,DW,Apigenin 7-O-glucoside,0.63,0.1506,,3.76,0.23
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Luteolin 7-O-glucuronide,363.3,8.2,1,,mg/kg,DW,Luteolin 7-O-glucoside,0.64,0.1506,,3.49,0.08
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Luteolin 7-O-glucoside,188.4,10.5,1,,mg/kg,DW,Luteolin 7-O-glucoside,0.64,0.1506,,1.81,0.1
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Luteolin 7-O-rutinoside,130.5,5.5,1,,mg/kg,DW,Luteolin 7-O-glucoside,0.64,0.1506,,1.25,0.05
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Narirutin,56.8,3.9,1,,mg/kg,DW,Narirutin,0.47,0.1506,,0.4,0.03
11007,R246,1,"Artichoke head (Cyanara scolymus L. cv. Green Globe), Provided by Walther Schoenenberger Pflanzensaftwerk GmBH & Co KG, Magstadt, Germany",HPLC-DAD,Naringenin 7-O-glucoside,54,3.9,1,,mg/kg,DW,Naringenin 7-O-glucoside,0.47,0.1506,,0.38,0.03
11007,R288,1,"Artichoke heads, Imperial star, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven- dried.",HPLC-UV,Narirutin,0.15,,1,,%,DW,Narirutin,0.63,0.1506,,14.16,
11007,R288,1,"Artichoke heads, Imperial star, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven- dried.",HPLC-UV,Apigenin-7-rutinoside,0.04,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,2.95,
11007,R288,1,"Artichoke heads, Imperial star, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven- dried.",HPLC-UV,Luteolin rutinoside,0.01,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,1.09,
11007,R288,2,"Artichoke heads, Imperial star, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Narirutin,0.11,,1,,%,DW,Narirutin,0.63,0.1506,,10.29,
11007,R288,2,"Artichoke heads, Imperial star, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Apigenin-7-rutinoside,0.07,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,4.71,
11007,R288,2,"Artichoke heads, Imperial star, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Luteolin rutinoside,0.01,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,0.8,
11007,R288,3,"Artichoke heads, Imperial star, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven dried.",HPLC-UV,Narirutin,0.15,,1,,%,DW,Narirutin,0.63,0.1506,,13.78,
11007,R288,3,"Artichoke heads, Imperial star, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven dried.",HPLC-UV,Apigenin-7-rutinoside,0.05,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,3.8,
11007,R288,3,"Artichoke heads, Imperial star, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven dried.",HPLC-UV,Luteolin rutinoside,0.02,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,1.67,
11007,R288,4,"Artichoke heads, Imperial star, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Narirutin,0.22,,1,,%,DW,Narirutin,0.63,0.1506,,20.76,
11007,R288,4,"Artichoke heads, Imperial star, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Apigenin-7-rutinoside,0.12,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,8.44,
11007,R288,4,"Artichoke heads, Imperial star, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Luteolin rutinoside,0.05,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,3.41,
11007,R288,5,"Artichoke heads, Green Globe, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven- dried.",HPLC-UV,Narirutin,0.09,,1,,%,DW,Narirutin,0.63,0.1506,,8.02,
11007,R288,5,"Artichoke heads, Green Globe, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven- dried.",HPLC-UV,Apigenin-7-rutinoside,0.03,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,2.25,
11007,R288,5,"Artichoke heads, Green Globe, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven- dried.",HPLC-UV,Luteolin rutinoside,0.01,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,0.8,
11007,R288,6,"Artichoke heads, Green Globe, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Narirutin,0.11,,1,,%,DW,Narirutin,0.63,0.1506,,10.19,
11007,R288,6,"Artichoke heads, Green Globe, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Apigenin-7-rutinoside,0.06,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,4.43,
11007,R288,6,"Artichoke heads, Green Globe, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Luteolin rutinoside,0.02,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,1.6,
11007,R288,7,"Artichoke heads, Green Globe, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven dried.",HPLC-UV,Narirutin,0.18,,1,,%,DW,Narirutin,0.63,0.1506,,17.18,
11007,R288,7,"Artichoke heads, Green Globe, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven dried.",HPLC-UV,Apigenin-7-rutinoside,0.05,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,3.52,
11007,R288,7,"Artichoke heads, Green Globe, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Oct. 3, 2001,oven dried.",HPLC-UV,Luteolin rutinoside,0.03,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,1.81,
11007,R288,8,"Artichoke heads, Green Globe, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Narirutin,0.18,,1,,%,DW,Narirutin,0.63,0.1506,,17.18,
11007,R288,8,"Artichoke heads, Green Globe, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Apigenin-7-rutinoside,0.08,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,5.35,
11007,R288,8,"Artichoke heads, Green Globe, mature heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Luteolin rutinoside,0.04,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,2.9,
11007,R288,9,"Artichoke heads, Violet, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Narirutin,0.24,,1,,%,DW,Narirutin,0.63,0.1506,,22.93,
11007,R288,9,"Artichoke heads, Violet, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Apigenin-7-rutinoside,0.05,,1,,%,DW,Apigenin-7-rutinoside,0.47,0.1506,,3.52,
11007,R288,9,"Artichoke heads, Violet, young heads, grown at the Snyder Agricultural Expt. Station, Pittstown, N.J., Harvested Sept. 5, 2001, oven-dried",HPLC-UV,Luteolin rutinoside,0.02,,1,,%,DW,Luteolin rutinoside,0.48,0.1506,,1.23,
11007,R083,1,"Artichokes (Cynara scolymus L.), raw, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucuronide,1790,15.56,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,13.92,0.12
11007,R083,1,"Artichokes (Cynara scolymus L.), raw, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucoside,104,0.83,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,0.81,0.01
11007,R083,2,"Artichokes (Cynara scolymus L.), boiled, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucuronide,1140,1.13,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,8.86,0.01
11007,R083,2,"Artichokes (Cynara scolymus L.), boiled, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucoside,74,0.35,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,0.58,0
11007,R083,3,"Artichokes (Cynara scolymus L.), steamed, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucuronide,1370,1.41,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,10.65,0.01
11007,R083,3,"Artichokes (Cynara scolymus L.), steamed, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucoside,76,1.27,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,0.59,0.01
11007,R083,4,"Artichokes (Cynara scolymus L.), fried, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucuronide,737,7.07,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,5.73,0.05
11007,R083,4,"Artichokes (Cynara scolymus L.), fried, purchased from a local market, Napoli, Italy",HPLC-UV/MS-MS,Apigenin 7-O-glucoside,39,0.37,3,,mg/kg,DW,Luteolin 7-O-glucoside,0.6,,0.13,0.3,0
11011,R174,5,"Asparagus spears, raw,  (Asparagus officinalis), purchased from a local food store in Wye, Kent, U.K.",HPLC-Applied Biosystems 757 detector,Rutin,286.5,6,4,,mg/kg,FW,Rutin,0.5,,,14.18,0.3
11011,R174,5,"Asparagus spears, raw,  (Asparagus officinalis), purchased from a local food store in Wye, Kent, U.K.",HPLC-Applied Biosystems 757 detector,Quercetin,0,0,4,,mg/kg,FW,Rutin,1,,,0,0
11011,R174,6,"Asparagus spears, raw (Asparagus officinalis), chopped, purchased from a local food store in Wye, Kent, U.K.",HPLC-Applied Biosystems 757 detector,Rutin,233.6,3.5,4,,mg/kg,FW,Rutin,0.5,,,11.57,0.17
11011,R174,6,"Asparagus spears, raw (Asparagus officinalis), chopped, purchased from a local food store in Wye, Kent, U.K.",HPLC-Applied Biosystems 757 detector,Quercetin,0,0,4,,mg/kg,FW,Rutin,1,,,0,0
11011,R174,7,"Asparagus spears, raw, (Asparagus officinalis), purchased from a local food store in Wye, Kent, U.K.",HPLC-Applied Biosystems 757 detector,Rutin,274.1,3.8,4,,mg/kg,FW,Rutin,0.5,,,13.57,0.19
11011,R174,7,"Asparagus spears, raw, (Asparagus officinalis), purchased from a local food store in Wye, Kent, U.K.",HPLC-Applied Biosystems 757 detector,Quercetin,0,0,4,,mg/kg,FW,Rutin,1,,,0,0
11011,R238,36,"Asparagus (Asparagus officinalis L.), bought in Nogano, Japan, May 2001",HPLC-DAD,Quercetin,95.1,,3,,μmol/100g,FW,Quercetin,1,,,28.72,
11011,R238,37,"Asparagus (Asparagus officinalis L.), bought in Ehime, Japan, September 2001",HPLC-DAD,Quercetin,11.1,,3,,μmol/100g,FW,Quercetin,1,,,3.35,
11011,R238,38,"Asparagus (Asparagus officinalis L.), bought in Nogano, Japan, October 2001",HPLC-DAD,Quercetin,7.66,,3,,μmol/100g,FW,Quercetin,1,,,2.31,
11011,R087,1,"Asparagus, wild, triguero, HT-1, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,336,15,1,,mg/kg,FW,Rutin,0.5,,,16.64,0.74
11011,R087,1,"Asparagus, wild, triguero, HT-1, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,66,0,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,3.34,0
11011,R087,1,"Asparagus, wild, triguero, HT-1, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,5,0,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,0.24,0
11011,R087,2,"Asparagus, wild, triguero, HT-2, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,476,30,1,,mg/kg,FW,Rutin,0.5,,,23.57,1.49
11011,R087,2,"Asparagus, wild, triguero, HT-2, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,65,1,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,3.29,0.05
11011,R087,2,"Asparagus, wild, triguero, HT-2, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,13,1,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,0.63,0.05
11011,R087,3,"Asparagus, wild, triguero, HT-3, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,332,16,1,,mg/kg,FW,Rutin,0.5,,,16.44,0.79
11011,R087,3,"Asparagus, wild, triguero, HT-3, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,111,18,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,5.62,0.91
11011,R087,3,"Asparagus, wild, triguero, HT-3, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,39,4,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,1.88,0.19
11011,R087,4,"Asparagus, wild, triguero, HT-4, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,401,13,1,,mg/kg,FW,Rutin,0.5,,,19.85,0.64
11011,R087,4,"Asparagus, wild, triguero, HT-4, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,108,3,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,5.47,0.15
11011,R087,4,"Asparagus, wild, triguero, HT-4, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,6,0,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,0.29,0
11011,R087,5,"Asparagus, wild, triguero, HT-5, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,382,28,1,,mg/kg,FW,Rutin,0.5,,,18.91,1.39
11011,R087,5,"Asparagus, wild, triguero, HT-5, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,203,16,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,10.28,0.81
11011,R087,5,"Asparagus, wild, triguero, HT-5, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,108,2,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,5.2,0.1
11011,R087,6,"Asparagus, wild, triguero, HT-6, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,368,15,1,,mg/kg,FW,Rutin,0.5,,,18.22,0.74
11011,R087,6,"Asparagus, wild, triguero, HT-6, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,147,2,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,7.44,0.1
11011,R087,6,"Asparagus, wild, triguero, HT-6, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,35,1,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,1.69,0.05
11011,R087,7,"Asparagus, wild, triguero, HT-7, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,498,12,1,,mg/kg,FW,Rutin,0.5,,,24.66,0.59
11011,R087,7,"Asparagus, wild, triguero, HT-7, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,162,4,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,8.2,0.2
11011,R087,7,"Asparagus, wild, triguero, HT-7, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,34,1,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,1.64,0.05
11011,R087,8,"Asparagus, wild, triguero, HT-8, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,548,8,1,,mg/kg,FW,Rutin,0.5,,,27.13,0.4
11011,R087,8,"Asparagus, wild, triguero, HT-8, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,9,4,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,0.46,0.2
11011,R087,8,"Asparagus, wild, triguero, HT-8, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,5,0,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,0.24,0
11011,R087,9,"Asparagus, wild, triguero, HT-9, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,230,5,1,,mg/kg,FW,Rutin,0.5,,,11.39,0.25
11011,R087,9,"Asparagus, wild, triguero, HT-9, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,157,3,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,7.95,0.15
11011,R087,9,"Asparagus, wild, triguero, HT-9, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,31,1,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,1.49,0.05
11011,R087,10,"Asparagus, wild, triguero, HT-10, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Rutin,411,4,1,,mg/kg,FW,Rutin,0.5,,,20.35,0.2
11011,R087,10,"Asparagus, wild, triguero, HT-10, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Isorhamnetin 3-O-rutinoside,97,4,1,,mg/kg,FW,Isorhamnetin 3-O-rutinoside,0.51,,,4.91,0.2
11011,R087,10,"Asparagus, wild, triguero, HT-10, harvested from expt. Fields of Huétor-Tájar, Granada, Spain",HPLC-DAD-MS,Kaempferol 3-O-rutinoside,42,2,1,,mg/kg,FW,Kaempferol 3-O-rutinoside,0.48,,,2.02,0.1
11011,R077,1,"Asparagus spears (Asparagus officinalis L. cv. AM 822), raw, grown under greenhouse conditions, harvested from Feb. to April 2006, Arsial-Cerveteri, Italy",HPLC-Coulometric Electrode Array Detector,Rutin,293.3,41.2,1,,mg/kg,FW,Rutin,0.5,,,14.52,2.04
11011,R077,1,"Asparagus spears (Asparagus officinalis L. cv. AM 822), raw, grown under greenhouse conditions, harvested from Feb. to April 2006, Arsial-Cerveteri, Italy",HPLC-Coulometric Electrode Array Detector,Quercetin,1.56,0.5,1,,mg/kg,FW,Quercetin,1,,,0.16,0.05
11011,R077,3,"Asparagus spears (Asparagus officinalis L. cv. Gjinlim), raw, grown under greenhouse conditions, harvested from Feb. to April 2006, Arsial-Cerveteri, Italy",HPLC-Coulometric Electrode Array Detector,Rutin,162.8,10,1,,mg/kg,FW,Rutin,0.5,,,8.36,0.5
11011,R077,3,"Asparagus spears (Asparagus officinalis L. cv. Gjinlim), raw, grown under greenhouse conditions, harvested from Feb. to April 2006, Arsial-Cerveteri, Italy",HPLC-Coulometric Electrode Array Detector,Quercetin,0.83,0.1,1,,mg/kg,FW,Quercetin,1,,,0.08,0.01
11011,R077,5,"Asparagus spears (Asparagus officinalis L. cv. Grande), raw, grown under greenhouse conditions, harvested from Feb. to April 2006, Arsial-Cerveteri, Italy",HPLC-Coulometric Electrode Array Detector,Rutin,263.8,11.9,1,,mg/kg,FW,Rutin,0.5,,,13.06,0.59
